,Summary,,,,,,,,,,uppsatIJCAR(ACDCL),MathSat,uppsatIJCAR(MS),uppsatNew(ACDCL),uppsatIJCAR(z3),ACDCL,uppsatNew(MS),z3,uppsatNew(z3),,,,,,,,,,,,,
Sat,78,,,,,,,,,,50,52,40,52,49,44,48,45,42,,,,,,,,,,,,,
Unsat,56,,,,,,,,,,36,38,17,35,20,5,17,31,19,,,,,,,,,,,,,
,5.3604651163,,,,,,,,,,5.3604651163,-,4.8596491228,4.3563218391,3.347826087,-,2.8307692308,-,2.7868852459,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Status,uppsatIJCAR(ACDCL),MathSat,uppsatIJCAR(MS),uppsatNew(ACDCL),uppsatIJCAR(z3),ACDCL,uppsatNew(MS),z3,uppsatNew(z3),uppsatIJCAR(ACDCL),MathSat,uppsatIJCAR(MS),uppsatNew(ACDCL),uppsatIJCAR(z3),ACDCL,uppsatNew(MS),z3,uppsatNew(z3),,,,,,,,,,Filename,Sat,Unsat,Unknown
,unsat,unsat,-,-,unsat,-,-,-,-,-,6.129843,t/o,t/o,6.1385803,t/o,t/o,t/o,t/o,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.3.1.i.smt2,4,0,14
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.3.2.i.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.3.3.i.smt2,0,0,18
,sat,sat,sat,-,sat,-,sat,-,sat,-,3.7671192,58.028,t/o,19.701199,t/o,0.26,t/o,42.58,t/o,7,-,-,10,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.4.1.i.smt2,0,10,8
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.4.2.i.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.4.3.i.smt2,0,0,18
,sat,sat,-,-,sat,-,sat,-,-,-,3.4930708,t/o,t/o,21.319078,t/o,0.708,t/o,t/o,t/o,7,-,-,10,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.5.1.i.smt2,0,6,12
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.5.2.i.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.5.3.i.smt2,0,0,18
,sat,sat,sat,sat,sat,-,sat,-,sat,-,3.680813,46.007,26.4419,21.148056,t/o,0.04,t/o,13.02,t/o,7,-,7,10,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.6.1.i.smt2,0,12,6
,sat,-,-,-,-,-,sat,-,-,-,t/o,t/o,t/o,t/o,t/o,49.279,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.6.2.i.smt2,0,2,16
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.6.3.i.smt2,0,0,18
,sat,sat,sat,-,sat,-,sat,-,sat,-,3.3524244,54.287,t/o,20.534245,t/o,0.152,t/o,14.08,t/o,7,-,-,11,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.7.1.i.smt2,0,10,8
,sat,-,sat,-,-,-,sat,-,sat,-,t/o,57.336,t/o,t/o,t/o,14.397,t/o,34.48,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.7.2.i.smt2,0,6,12
,sat,-,-,-,-,-,sat,-,-,-,t/o,t/o,t/o,t/o,t/o,0.428,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.7.3.i.smt2,0,2,16
,sat,sat,sat,-,sat,sat,sat,-,sat,-,3.3262205,26.086,t/o,20.353142,42.58449,0.088,t/o,16.99,t/o,7,-,-,12,7,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.8.1.i.smt2,0,12,6
,sat,sat,sat,-,-,-,-,-,sat,-,17.093637,34.75,t/o,t/o,t/o,t/o,t/o,35.57,t/o,7,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.8.2.i.smt2,0,6,12
,sat,-,sat,-,-,-,-,-,-,-,t/o,46.419,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/newton.8.3.i.smt2,0,2,16
,unsat,unsat,-,-,unsat,-,unsat,-,-,-,0.8485356,t/o,t/o,20.29783,t/o,1.068,t/o,t/o,t/o,7,-,-,10,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/pow5.smt2,6,0,12
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/qurt.c.10.smt2,0,0,18
,unsat,-,unsat,-,-,-,unsat,-,unsat,-,t/o,0.012,t/o,t/o,t/o,0.012,t/o,3.56,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/qurt.c.15.smt2,6,0,12
,unsat,-,unsat,-,-,-,unsat,-,-,-,t/o,0.012,t/o,t/o,t/o,0.012,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/qurt.c.20.smt2,4,0,14
,unsat,-,unsat,-,-,-,unsat,-,-,-,t/o,0.012,t/o,t/o,t/o,0.012,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/qurt.c.25.smt2,4,0,14
,unsat,-,-,-,-,-,-,-,unsat,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,32.09,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/qurt.c.2.smt2,2,0,16
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/qurt.c.5.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.10.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.125.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.15.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.175.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.20.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.25.smt2,0,0,18
,sat,-,sat,-,-,-,-,-,sat,-,t/o,25.722,t/o,t/o,t/o,t/o,t/o,33.4,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.2.smt2,0,4,14
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.5.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin2.c.75.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin.c.125.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin.c.175.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin.c.25.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sin.c.75.smt2,0,0,18
,sat,sat,-,sat,sat,sat,sat,-,sat,-,3.0366528,t/o,17.357468,15.603135,52.269485,1.48,t/o,22.15,t/o,7,-,7,12,7,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.1.0.i.smt2,0,12,6
,unsat,unsat,-,unsat,unsat,unsat,-,unsat,-,unsat,0.47334778,t/o,7.2216554,0.47308767,1.921912,t/o,7.2362604,t/o,1.9516636,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.2.0.i.smt2,12,0,6
,unsat,unsat,-,unsat,unsat,unsat,-,unsat,-,unsat,0.46424377,t/o,6.6456447,0.45407146,2.1048915,t/o,6.786581,t/o,1.9234744,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.3.0.i.smt2,12,0,6
,unsat,unsat,-,unsat,unsat,unsat,-,unsat,-,unsat,0.46667033,t/o,6.6896553,0.44815168,2.1547573,t/o,7.2304482,t/o,1.9524454,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.4.0.i.smt2,12,0,6
,unsat,unsat,-,unsat,unsat,unsat,-,unsat,-,unsat,0.4592283,t/o,7.2386622,0.45042238,2.1166637,t/o,7.242615,t/o,1.9430207,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.5.0.i.smt2,12,0,6
,unsat,unsat,unsat,unsat,unsat,unsat,-,unsat,-,unsat,0.464486,49.623,6.666363,0.4672657,1.9420261,t/o,6.673251,t/o,1.9559386,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.6.0.i.smt2,14,0,4
,unsat,unsat,-,unsat,unsat,unsat,-,unsat,-,unsat,0.4641083,t/o,7.2532215,0.46163255,1.9595754,t/o,6.873635,t/o,2.1063132,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.7.0.i.smt2,12,0,6
,unsat,unsat,unsat,unsat,unsat,unsat,-,unsat,-,unsat,0.47187805,18.285,6.6506166,0.4408038,1.9310191,t/o,6.6790175,t/o,1.9611002,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/sine.8.0.i.smt2,14,0,4
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sqrt.c.10.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sqrt.c.15.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sqrt.c.20.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sqrt.c.25.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sqrt.c.2.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/sqrt.c.5.smt2,0,0,18
,unsat,unsat,unsat,-,unsat,unsat,-,-,unsat,unsat,0.47755873,8.365,t/o,0.47780597,5.759029,t/o,t/o,39.07,6.2881155,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.1.0.i.smt2,12,0,6
,unsat,unsat,unsat,-,unsat,unsat,-,-,unsat,unsat,0.4815936,14.037,t/o,0.46742302,6.3065925,t/o,t/o,22.67,6.467802,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.2.0.i.smt2,12,0,6
,unsat,unsat,unsat,-,unsat,unsat,-,-,-,unsat,0.48416632,19.649,t/o,0.48320836,5.946016,t/o,t/o,t/o,6.269435,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.3.0.i.smt2,10,0,8
,unsat,unsat,unsat,-,unsat,unsat,-,-,unsat,unsat,0.48042727,8.345,t/o,0.46771243,5.995629,t/o,t/o,22.18,5.81782,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.4.0.i.smt2,12,0,6
,unsat,unsat,unsat,-,unsat,unsat,-,-,unsat,unsat,0.46703413,10.957,t/o,0.47181132,5.6567216,t/o,t/o,32.43,5.6918716,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.5.0.i.smt2,12,0,6
,unsat,unsat,-,-,unsat,unsat,-,-,unsat,unsat,0.4602025,t/o,t/o,0.4674529,6.250016,t/o,t/o,47.88,6.0689206,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.6.0.i.smt2,10,0,8
,unsat,unsat,unsat,-,unsat,unsat,-,-,unsat,unsat,0.47675192,8.321,t/o,0.4854458,5.748496,t/o,t/o,44.3,5.6824646,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.7.0.i.smt2,12,0,6
,unsat,unsat,unsat,-,unsat,unsat,-,-,-,unsat,0.4846809,9.141,t/o,0.4813922,5.780802,t/o,t/o,t/o,5.8266935,6,-,-,6,6,-,-,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.8.0.i.smt2,10,0,8
,sat,-,-,-,-,-,-,-,sat,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,42.32,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/square_and_power_inverse.smt2,0,2,16
,unsat,unsat,unsat,unsat,unsat,unsat,-,unsat,unsat,unsat,9.844161,0.644,2.0302424,9.738555,1.7269253,t/o,2.1808932,0.3,1.7063521,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/square.smt2,16,0,2
,sat,sat,sat,sat,sat,sat,sat,sat,sat,-,3.0272152,1.5,14.754944,2.1410294,22.802595,0.04,2.689779,11.47,t/o,7,-,7,1,7,-,1,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr10_c1_s14052.smt2,0,16,2
,sat,sat,sat,sat,sat,-,sat,sat,sat,sat,3.2386258,9.209,24.586958,2.2912276,t/o,0.58,2.4842563,7.03,2.874666,7,-,7,1,-,-,1,-,1,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr10_c1_s24300.smt2,0,16,2
,sat,sat,sat,sat,sat,sat,sat,sat,sat,-,3.0134387,2.52,18.479818,4.1151047,48.221928,0.016,2.6161046,5.14,t/o,7,-,7,2,7,-,1,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr10_c1_s29304.smt2,0,16,2
,sat,sat,sat,sat,sat,sat,sat,-,sat,-,2.9650881,3.324,22.279657,18.473562,18.903782,0.296,t/o,11.81,t/o,7,-,7,11,7,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr1_c1_s10392.smt2,0,14,4
,unsat,unsat,unsat,unsat,unsat,unsat,-,unsat,unsat,unsat,0.68461686,3.748,15.136992,0.68653643,28.346848,t/o,15.22792,11.32,28.40445,6,-,6,6,6,-,6,-,6,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr1_c1_s5578.smt2,16,0,2
,unsat,unsat,unsat,unsat,unsat,-,-,unsat,unsat,-,0.7517113,11.249,49.46359,0.7577557,t/o,t/o,52.756927,26,t/o,6,-,6,6,-,-,6,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr1_c1_s6731.smt2,12,0,6
,sat,sat,sat,sat,sat,sat,sat,sat,sat,-,3.0018299,2.116,13.72572,2.25701,21.796648,0.252,2.6680808,5.16,t/o,7,-,7,1,7,-,1,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr5_c1_s16641.smt2,0,16,2
,sat,sat,sat,sat,sat,sat,sat,sat,sat,-,3.1686332,1.516,12.63642,3.9392571,18.149107,0.012,2.6817474,5.16,t/o,7,-,7,2,7,-,1,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr5_c1_s16867.smt2,0,16,2
,sat,sat,sat,sat,sat,sat,sat,sat,sat,-,3.220706,1.468,15.129542,7.8749685,34.36173,0.052,2.9237845,6.7,t/o,7,-,7,2,7,-,1,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r3_vr5_c1_s26769.smt2,0,16,2
,unsat,unsat,unsat,-,-,-,-,-,-,-,5.0483875,50.731,t/o,t/o,t/o,t/o,t/o,t/o,t/o,7,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr10_c1_s18214.smt2,4,0,14
,unsat,unsat,unsat,-,unsat,-,-,-,-,-,8.990838,51.635,t/o,9.009446,t/o,t/o,t/o,t/o,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr10_c1_s4660.smt2,6,0,12
,sat,sat,sat,-,-,-,-,-,-,-,7.2343435,51.543,t/o,t/o,t/o,t/o,t/o,t/o,t/o,7,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr10_c1_s5590.smt2,0,4,14
,unsat,unsat,unsat,-,unsat,-,-,-,unsat,-,1.3880701,18.169,t/o,1.3578049,t/o,t/o,t/o,15.38,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr1_c1_s20372.smt2,8,0,10
,unsat,unsat,unsat,unsat,unsat,-,-,unsat,unsat,-,0.7245543,16.733,54.183136,0.7374588,t/o,t/o,55.593723,13.66,t/o,6,-,6,6,-,-,6,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr1_c1_s23752.smt2,12,0,6
,unsat,unsat,unsat,-,unsat,-,-,-,unsat,-,0.9835543,42.479,t/o,1.0005842,t/o,t/o,t/o,54.3,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr1_c1_s733.smt2,8,0,10
,unsat,unsat,unsat,-,unsat,-,-,-,-,-,3.3754642,45.135,t/o,3.3432417,t/o,t/o,t/o,t/o,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr5_c1_s10746.smt2,6,0,12
,unsat,unsat,unsat,-,unsat,-,-,-,unsat,-,0.8796946,24.946,t/o,0.8699215,t/o,t/o,t/o,49.98,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr5_c1_s1507.smt2,8,0,10
,unsat,unsat,unsat,-,unsat,-,-,-,unsat,-,0.95382714,29.17,t/o,0.9015224,t/o,t/o,t/o,50.58,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v3_r8_vr5_c1_s8257.smt2,8,0,10
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr10_c1_s15708.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr10_c1_s21502.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr10_c1_s7608.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr1_c1_s13516.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr1_c1_s19145.smt2,0,0,18
,unsat,unsat,-,-,unsat,-,-,-,-,-,1.2301143,t/o,t/o,1.2100197,t/o,t/o,t/o,t/o,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr1_c1_s32538.smt2,4,0,14
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr5_c1_s13195.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr5_c1_s13679.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r10_vr5_c1_s8690.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr10_c1_s11127.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr10_c1_s14516.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr10_c1_s25268.smt2,0,0,18
,unsat,unsat,-,-,unsat,-,-,-,-,-,11.512269,t/o,t/o,11.497332,t/o,t/o,t/o,t/o,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr1_c1_s26845.smt2,4,0,14
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr1_c1_s32559.smt2,0,0,18
,unsat,unsat,-,-,unsat,-,-,-,-,-,57.557617,t/o,t/o,57.39897,t/o,t/o,t/o,t/o,t/o,6,-,-,6,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr1_c1_s8236.smt2,4,0,14
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr5_c1_s23844.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr5_c1_s26657.smt2,0,0,18
,-,-,-,-,-,-,-,-,-,-,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,t/o,-,-,-,-,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r15_vr5_c1_s8246.smt2,0,0,18
,sat,-,sat,-,sat,-,-,sat,-,-,t/o,14.977,t/o,15.568789,t/o,t/o,34.331436,t/o,t/o,-,-,-,3,-,-,2,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr10_c1_s5379.smt2,0,6,12
,sat,-,sat,sat,sat,-,sat,-,sat,-,t/o,6.832,34.42375,4.4838314,t/o,0.052,t/o,47.32,t/o,-,-,7,1,-,-,-,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr10_c1_s5996.smt2,0,10,8
,sat,-,-,-,-,-,-,sat,-,-,t/o,t/o,t/o,t/o,t/o,t/o,46.652016,t/o,t/o,-,-,-,-,-,-,2,-,-,../../../benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr10_c1_s7194.smt2,0,2,16
