Trying solvers:
	z3 (z3 -smt2 -st)
	MathSat (mathsat -stats)
	ACDCL (mathsat -stats -theory.fp.mode=2)
<--- RESULTS --->
	 Time, Iterations, Answer
File	z3, MathSat, ACDCL, z3, MathSat, ACDCL, z3, MathSat, ACDCL
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr10_c1_s7194.smt2, 268.19, 113.803, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr1_c1_s14623.smt2, 192.02, 24.001, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr1_c1_s15604.smt2, 91.05, 12.949, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr1_c1_s16138.smt2, 131.64, 46.539, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr5_c1_s24018.smt2, 160.43, 73.425, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr5_c1_s2800.smt2, t/o, 336.065, t/o, -, -, -, -, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v5_r5_vr5_c1_s9855.smt2, 308.14, 33.022, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr10_c1_s15994.smt2, t/o, 940.659, t/o, -, -, -, -, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr10_c1_s18160.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr10_c1_s30410.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr1_c1_s10576.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr1_c1_s22787.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr1_c1_s703.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr5_c1_s14336.smt2, t/o, 512.008, t/o, -, -, -, -, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr5_c1_s29826.smt2, t/o, 382.42, t/o, -, -, -, -, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r12_vr5_c1_s8938.smt2, t/o, 109.387, t/o, -, -, -, -, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr10_c1_s18654.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr10_c1_s3680.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr10_c1_s8773.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr1_c1_s23882.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr1_c1_s24331.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr1_c1_s30331.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr5_c1_s25451.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr5_c1_s2807.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r17_vr5_c1_s4772.smt2, t/o, t/o, t/o, -, -, -, -, -, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r7_vr10_c1_s10625.smt2, t/o, 411.702, t/o, -, -, -, -, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r7_vr10_c1_s24535.smt2, 226.31, 62.704, t/o, -, -, -, sat, sat, -
/home/aleks/benchmarks/QF_FP_R/griggio/fmcad12/test_v7_r7_vr10_c1_s32506.smt2, t/o, t/o, t/o, -, -, -, -, -, -
